local_id,local_name,local_slug,supabase_id,supabase_name,supabase_slug,match_method,confidence,local_category,supabase_category,local_equipment,supabase_equipment,local_video_asset,supabase_media_path,status,reason
144,Holman Seated Killer Abs Overhead Press,holman-seated-killer-abs-overhead-press,,,,UNMATCHED,0.00,Abdominals,,Other,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
145,Holman Straight Plank Alternating Weighted Open,holman-straight-plank-alternating-weighted-open,,,,UNMATCHED,0.00,Abdominals,,Other,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
146,Holman Weighted Killer Abs with Overhead Press,holman-weighted-killer-abs-with-overhead-press,,,,UNMATCHED,0.00,Abdominals,,Other,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
147,Holman Weighted Split-Leg Pike,holman-weighted-split-leg-pike,,,,UNMATCHED,0.00,Abdominals,,Other,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
148,Holman Towel Reverse Plank Heel Pull-in,holman-towel-reverse-plank-heel-pull-in,,,,UNMATCHED,0.00,Abdominals,,Other,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
149,Stick Twist,stick-twist,,,,UNMATCHED,0.00,Abdominals,,Other,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
150,Roc Everest,roc-everest,,,,UNMATCHED,0.00,Abdominals,,Other,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
151,Standing cable low-to-high twist,standing-cable-low-to-high-twist,251,High-to-Low Cable Crossover,high-to-low-cable-crossover,REVIEW,0.57,Abdominals,Chest,Cable,Cable,,video/Chest/gif-female/Cross over up to down femme.gif,CONFLICT,candidate similarity score 0.57; incompatible category
152,Single-arm high-cable side bend,single-arm-high-cable-side-bend,,,,UNMATCHED,0.00,Abdominals,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
153,Kneeling cable oblique crunch,kneeling-cable-oblique-crunch,7,Cable Crunch,cable-crunch,REVIEW,0.50,Abdominals,ABS,Cable,Cable,,video/ABS/videos/Cable Crunch (Kneeling).mp4,CONFLICT,candidate similarity score 0.50; multiple equal-confidence Supabase candidates
154,Kneeling cable crunch,kneeling-cable-crunch,7,Cable Crunch,cable-crunch,ALIAS_MEDIA_MATCH,0.99,Abdominals,ABS,Cable,Cable,Cable Crunch (Kneeling).mp4,video/ABS/videos/Cable Crunch (Kneeling).mp4,VERIFIED,local linked video filename equals Supabase media filename: Cable Crunch (Kneeling).mp4
155,Rope Crunch,rope-crunch,7,Cable Crunch,cable-crunch,ALIAS_MEDIA_MATCH,0.99,Abdominals,ABS,Cable,Cable,Cable Crunch (Kneeling).mp4,video/ABS/videos/Cable Crunch (Kneeling).mp4,VERIFIED,local linked video filename equals Supabase media filename: Cable Crunch (Kneeling).mp4
156,Standing cable crunch,standing-cable-crunch,7,Cable Crunch,cable-crunch,ALIAS_MEDIA_MATCH,0.99,Abdominals,ABS,Cable,Cable,Cable Crunch (Kneeling).mp4,video/ABS/videos/Cable Crunch (Kneeling).mp4,VERIFIED,local linked video filename equals Supabase media filename: Cable Crunch (Kneeling).mp4
157,Bosu Ball Cable Crunch With Side Bends,bosu-ball-cable-crunch-with-side-bends,,,,UNMATCHED,0.00,Abdominals,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
158,Standing Cable Wood Chop,standing-cable-wood-chop,,,,UNMATCHED,0.00,Abdominals,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
159,Cable reverse crunch,cable-reverse-crunch,7,Cable Crunch,cable-crunch,HIGH_CONFIDENCE,0.67,Abdominals,ABS,Cable,Cable,,video/ABS/videos/Cable Crunch (Kneeling).mp4,HIGH_CONFIDENCE,context-constrained similarity score 0.67
160,Cable Russian Twists,cable-russian-twist,3,Russian Twist,russian-twist,REVIEW,0.67,Abdominals,ABS,Cable,Body Only,,video/ABS/gif-male/Russian twist male.gif,CONFLICT,candidate similarity score 0.67; incompatible  equipment
161,Pallof press with rotation,pallof-press-with-rotation,,,,UNMATCHED,0.00,Abdominals,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
162,Cable Seated Crunch,cable-seated-crunch,7,Cable Crunch,cable-crunch,HIGH_CONFIDENCE,0.67,Abdominals,ABS,Cable,Cable,,video/ABS/videos/Cable Crunch (Kneeling).mp4,HIGH_CONFIDENCE,context-constrained similarity score 0.67
163,Cable Judo Flip,cable-judo-flip,,,,UNMATCHED,0.00,Abdominals,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
164,Exercise Ball Cable Crunch - Gethin Variation,exercise-ball-cable-crunch,7,Cable Crunch,cable-crunch,REVIEW,0.50,Abdominals,ABS,Cable,Cable,,video/ABS/videos/Cable Crunch (Kneeling).mp4,CONFLICT,candidate similarity score 0.50; multiple equal-confidence Supabase candidates
165,Standing cable high-to-low twist,standing-cable-high-to-low-twist,251,High-to-Low Cable Crossover,high-to-low-cable-crossover,REVIEW,0.57,Abdominals,Chest,Cable,Cable,,video/Chest/gif-female/Cross over up to down femme.gif,CONFLICT,candidate similarity score 0.57; incompatible category
166,Bent-Over Reverse Cable Fly,bent-over-reverse-cable-fly,646,Cable Reverse Fly,cable-reverse-fly,REVIEW,0.60,Abdominals,shoulders,Cable,Cable,,video/shoulders/videos/Cable Reverse Fly.mp4,CONFLICT,candidate similarity score 0.60; incompatible category
167,Standing Cable Crunch - Gethin Variation,standing-cable-crunch,7,Cable Crunch,cable-crunch,ALIAS_MEDIA_MATCH,0.99,Abdominals,ABS,Cable,Cable,Cable Crunch (Kneeling).mp4,video/ABS/videos/Cable Crunch (Kneeling).mp4,VERIFIED,local linked video filename equals Supabase media filename: Cable Crunch (Kneeling).mp4
168,AM Cable Crunch,cable-crunch,7,Cable Crunch,cable-crunch,EXACT_SLUG,1.00,Abdominals,ABS,Cable,Cable,Cable Crunch (Kneeling).mp4,video/ABS/videos/Cable Crunch (Kneeling).mp4,VERIFIED,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: cable crunch; local alias equals Supabase slug: cable crunch; local linked video filename equals Supabase media filename: Cable Crunch (Kneeling).mp4
169,Tyler Holt Weighted Knee-To-Chest Crunch,tyler-holt-weighted-knee-to-chest-crunch,,,,UNMATCHED,0.00,Abdominals,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
170,Standing cable twist,standing-cable-twist,148,Standing Cable Row,standing-cable-row,REVIEW,0.50,Abdominals,BACK and TRAPEZIUS,Cable,Cable,,video/BACK and TRAPEZIUS/gif-male/standing-cable-row male.gif,CONFLICT,candidate similarity score 0.50; incompatible category
171,30 Cable Rope Crunch,30-cable-rope-crunch,7,Cable Crunch,cable-crunch,REVIEW,0.50,Abdominals,ABS,Cable,Cable,,video/ABS/videos/Cable Crunch (Kneeling).mp4,REVIEW,candidate similarity score 0.50
172,30 Cable Rope Oblique Crunch,30-cable-rope-oblique-crunch,,,,UNMATCHED,0.00,Abdominals,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
173,Cable lying twist on ball,cable-lying-twist-on-ball,,,,UNMATCHED,0.00,Abdominals,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
174,30 Cable Pallof Press,30-cable-pallof-press,,,,UNMATCHED,0.00,Abdominals,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
175,30 Cable Reverse Crunch On Ball,30-cable-reverse-crunch-on-ball,,,,UNMATCHED,0.00,Abdominals,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
176,30 Cable Reverse Crunch,30-cable-reverse-crunch,7,Cable Crunch,cable-crunch,REVIEW,0.50,Abdominals,ABS,Cable,Cable,,video/ABS/videos/Cable Crunch (Kneeling).mp4,REVIEW,candidate similarity score 0.50
177,Tyler Holt Cable Torso Twist,tyler-holt-cable-torso-twist,,,,UNMATCHED,0.00,Abdominals,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
178,Single-Arm Cable Outward-Facing Biceps Curl,single-arm-cable-outward-facing-biceps-curl,461,Cable One Arm Curl,cable-one-arm-curl,REVIEW,0.57,Abdominals,Full Arms,Cable,Cable,,video/Full Arms/Biceps and Forearm/gif-female/cable-one-arm-curl femme.gif,CONFLICT,candidate similarity score 0.57; incompatible category
179,Biceps Rope Curl,biceps-rope-curl,,,,UNMATCHED,0.00,Abdominals,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
180,Kneeling Cable Crunches,kneeling-cable-crunch,7,Cable Crunch,cable-crunch,ALIAS_MEDIA_MATCH,0.99,Abdominals,ABS,Cable,Cable,Cable Crunch (Kneeling).mp4,video/ABS/videos/Cable Crunch (Kneeling).mp4,VERIFIED,local linked video filename equals Supabase media filename: Cable Crunch (Kneeling).mp4
181,Ab Crunch Machine,ab-crunch-machine,,,,UNMATCHED,0.00,Abdominals,,Machine,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
182,Smith machine straight-legged hip raise,smith-machine-straight-legged-hip-raise,,,,UNMATCHED,0.00,Abdominals,,Machine,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
183,Machine crunch,machine-crunch,,,,UNMATCHED,0.00,Abdominals,,Machine,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
184,AM Ab Machine,ab-machine,,,,UNMATCHED,0.00,Abdominals,,Machine,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
185,Smith machine V-up,smith-machine-v-up,,,,UNMATCHED,0.00,Abdominals,,Machine,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
186,Elbow plank,elbow-plank,4,Plank,plank,ALIAS_MEDIA_MATCH,0.99,Abdominals,ABS,Body Only,Bodyweight,Plank .mp4,video/ABS/gif-female/Plank femme.gif,VERIFIED,local linked video filename equals Supabase media filename: Plank .mp4
187,Bottoms Up,bottoms-up,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
188,Spider crawl,spider-crawl,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
189,Cocoons,cocoons,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
190,Cross-Body Crunch,cross-body-crunch,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
191,Elbow-to-knee crunch,elbow-to-knee-crunch,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
192,Decline Crunch,decline-crunch,17,Decline Crunch,decline-crunch,EXACT_SLUG,1.00,Abdominals,ABS,Body Only,Body Only,,video/ABS/gif-male/Complete decline bench for abs MALE.gif,VERIFIED,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: decline crunch; local alias equals Supabase slug: decline crunch
193,Hanging toes-to-bar,hanging-toes-to-bar,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
194,Hanging Oblique Knee Raise,hanging-oblique-knee-raise,38,Hanging Knee Raise,hanging-knee-raise,HIGH_CONFIDENCE,0.75,Abdominals,ABS,Body Only,Bodyweight,,video/ABS/gif-male/Hanging Knee Raises male.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.75
195,Gorilla Chin/Crunch,gorilla-chin-crunch,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
196,Hanging leg raise,hanging-leg-raise,52,Leg Raise,leg-raise,ALIAS_MEDIA_MATCH,0.99,Abdominals,ABS,Body Only,Bodyweight,leg raises.mp4,video/ABS/videos/leg raises.mp4,VERIFIED,local linked video filename equals Supabase media filename: leg raises.mp4
197,Mountain climber,mountain-climber,13,Mountain Climber,mountain-climber,EXACT_SLUG,1.00,Abdominals,ABS,Body Only,Body Only,,video/ABS/gif-female/Climber abs femme.gif,VERIFIED,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: mountain climber; local alias equals Supabase slug: mountain climber
198,Ab bicycle,ab-bicycle,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
199,3/4 sit-up,3-4-sit-up,2,Sit-Up,sit-up,REVIEW,0.50,Abdominals,ABS,Body Only,Body Only,,video/ABS/gif-male/conventional sit-up male.gif,REVIEW,candidate similarity score 0.50
200,Reverse crunch,reverse-crunch,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
201,Crunches,crunch,2,Sit-Up,sit-up,ALIAS_MEDIA_MATCH,0.99,Abdominals,ABS,Body Only,Body Only,sit-up.mp4,video/ABS/gif-male/conventional sit-up male.gif,VERIFIED,local linked video filename equals Supabase media filename: sit-up.mp4
202,Dead bug reach,dead-bug-reach,35,Dead Bug,dead-bug,HIGH_CONFIDENCE,0.67,Abdominals,ABS,Body Only,Bodyweight,,video/ABS/gif-male/Dead bug male.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.67
203,Crunch - Hands Overhead,crunch-hands-overhead,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
204,V-up,v-up,46,V Sit-Up,v-sit-up,HIGH_CONFIDENCE,0.67,Abdominals,ABS,Body Only,Bodyweight,,video/ABS/gif-male/v-sit-ups male.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.67
205,Stomach Vacuum,stomach-vacuum,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
206,Russian twist,russian-twist,3,Russian Twist,russian-twist,EXACT_SLUG,1.00,Abdominals,ABS,Body Only,Body Only,russian twists.mp4,video/ABS/gif-male/Russian twist male.gif,VERIFIED,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: russian twist; local alias equals Supabase slug: russian twist; local linked video filename equals Supabase media filename: russian twists.mp4
207,Flat Bench Lying Leg Raise,flat-bench-lying-leg-raise,33,Bench Leg Raise,bench-leg-raise,REVIEW,0.60,Abdominals,ABS,Body Only,Bench,,video/ABS/gif-male/Bench leg raise abs male.gif,CONFLICT,candidate similarity score 0.60; incompatible  equipment
208,Knees tucked crunch,knees-tucked-crunch,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
209,Butt-Ups,butt-ups,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
210,Feet-elevated oblique crunch,feet-elevated-oblique-crunch,43,Oblique Crunch,oblique-crunch,REVIEW,0.50,Abdominals,ABS,Body Only,Body Only,,video/ABS/gif-male/Oblique abs MALE.gif,REVIEW,candidate similarity score 0.50
211,Bent-knee reverse crunch,bent-knee-reverse-crunch,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
212,Alternating heel-touch,alternating-heel-touch,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
213,Suspended Reverse Crunch,suspended-reverse-crunch,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
214,Lying bench reverse crunch,lying-bench-reverse-crunch,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
215,Sit-up,sit-up,2,Sit-Up,sit-up,EXACT_SLUG,1.00,Abdominals,ABS,Body Only,Body Only,sit-up.mp4,video/ABS/gif-male/conventional sit-up male.gif,VERIFIED,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: sit up; local alias equals Supabase slug: sit up; local linked video filename equals Supabase media filename: sit-up.mp4
216,Side Bridge,side-bridge,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
217,Lying oblique crunch,lying-oblique-crunch,43,Oblique Crunch,oblique-crunch,HIGH_CONFIDENCE,0.67,Abdominals,ABS,Body Only,Body Only,,video/ABS/gif-male/Oblique abs MALE.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.67
218,Janda Sit-Up,janda-sit-up,2,Sit-Up,sit-up,HIGH_CONFIDENCE,0.67,Abdominals,ABS,Body Only,Body Only,,video/ABS/gif-male/conventional sit-up male.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.67
219,Leg Pull-In,leg-pull-in,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
220,Side Jackknife,side-jackknife,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
221,Scissor Kick,scissor-kick,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
222,Toe Touchers,toe-touchers,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
223,Lower Back Curl,lower-back-curl,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
224,Exercise ball torso rotation,exercise-ball-torso-rotation,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
225,Seated Overhead Stretch,seated-overhead-stretch,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
226,Overhead Stretch,overhead-stretch,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
227,Seated Scissor Kick,seated-scissor-kick,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
228,Partner resistance standing twist,partner-resistance-standing-twist,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
229,Cross Crunch,cross-crunch,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
230,Full Moon,full-moon,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
231,Hanging knee raise with manual resistance,hanging-knee-raise-with-manual-resistance,38,Hanging Knee Raise,hanging-knee-raise,REVIEW,0.50,Abdominals,ABS,Body Only,Bodyweight,,video/ABS/gif-male/Hanging Knee Raises male.gif,REVIEW,candidate similarity score 0.50
232,Straight-Legged Hip Raise,straight-legged-hip-raise,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
233,Wall mountain climber,wall-mountain-climber,13,Mountain Climber,mountain-climber,HIGH_CONFIDENCE,0.67,Abdominals,ABS,Body Only,Body Only,,video/ABS/gif-female/Climber abs femme.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.67
234,Skin The Cat To Push-Up,skin-the-cat-to-push-up,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
235,Partner lying leg raise with lateral throw down,partner-lying-leg-raise-with-lateral-throw-down,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
236,Hanging leg raise with throw down,hanging-leg-raise-with-throw-down,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
237,Partner sit-up with high-five,partner-sit-up-with-high-five,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
238,Exercise ball knee roll-in,exercise-ball-knee-roll-in,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
239,Partner lying leg raise with throw down,partner-lying-leg-raise-with-throw-down,,,,UNMATCHED,0.00,Abdominals,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
240,Crab toe-touch,crab-toe-touch,9,Toe Touch Crunch,toe-touch-crunch,REVIEW,0.50,Abdominals,ABS,Body Only,Bodyweight,,video/ABS/gif-female/Full-range toe-touch crunches FEMME.gif,REVIEW,candidate similarity score 0.50
